,handle,prediction_score,prediction_confidence,quant_1,quant_2,quant_3,quant_4,quant_5,quant_6,quant_7
287,Riely007,0,0.6283223459766089,0.2958477363267639,-0.1700994446701334,-0.1152452724593598,-0.0436107883083539,1.2661489832980952,-0.4260260803567203,-0.3931110132795271
288,Witold666,0,0.538263313746136,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.0144831233055296,-0.4279366916670634
289,one-three-three-seven,0,0.6195211110996959,-0.2691041567614963,-0.1700994446701334,-0.0998022752615359,-0.0675172724375685,-0.0034808219472112,0.693253458416708,-0.2654168591918937
290,qlooom,0,0.6043368520110426,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5237797518653167,1.6732125710476302
291,vcl990,0,0.6053411990794313,3.191226188404098,0.0513890884265141,-0.1306882696571836,-0.0376341672760502,-0.6382957245698645,0.1917771235776087,-0.4279366916670634
292,Vicdra1,0,0.6182595154449417,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.2588673020770205,2.2072063063231875
293,lide168,0,0.5118410168019808,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.6850733098545007,-0.2421997402668695
294,canboyz,1,0.467383496575581,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7847820547932689,-0.4279366916670634
295,pchmura706,1,0.46986772393147613,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.783804518078183,-0.4163281322045513
296,Auroraxxr,0,0.5777352031096814,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5628812204687552,-0.4047195727420392
297,nicoll16,1,0.4738124513052786,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.781849444648011,-0.3931110132795271
298,xiaomoxian1,0,0.5742878815839414,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5882971750609902,-0.4163281322045513
299,massun-onibakuchi,0,0.672557150327852,1.7788464556834471,0.2728776215231617,0.1627286771014699,0.297056610532954,1.9009638859207485,0.2523843999129384,-0.2305911808043574
300,yldm33,1,0.47773521070339786,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6655225755527814,0.988307562759415
301,mophemobo,0,0.5653765392343255,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.8916934115791586,13.699680174210185
302,interstellar4895,1,0.4991374183366537,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7525233431954321,-0.3931110132795271
303,jmuelle2,0,0.6060908103464449,0.1546097630546988,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.8105578642270237,-0.3931110132795271
304,jimjimvalkema,0,0.6421568423132478,-0.0219377035353824,0.0513890884265141,-0.1152452724593598,-0.0675172724375685,-0.6382957245698645,0.909289072450706,-0.3815024538170149
305,VickyS77,0,0.6386084054536847,1.5669894957753494,-0.1700994446701334,0.0700706939145266,0.0400619061438971,1.2661489832980952,-0.4250485436416343,-0.2654168591918937
306,Amirhosseinnft,1,0.4738124513052786,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.781849444648011,-0.3931110132795271
308,0xY10,0,0.5494127321263902,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6166457397984831,-0.4047195727420392
309,liushmh,0,0.6565414970510555,3.226535681722114,0.2728776215231617,0.1163996855079982,0.0042021799500752,-0.0034808219472112,2.357998484208104,-0.288633978116918
310,clem583,0,0.5539932225106208,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.6382957245698645,0.4498468163603031,-0.3931110132795271
311,zaqwx08,0,0.6127280871256515,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.4152731764907746,-0.4279366916670634
312,xcyck,1,0.467987935543018,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6860508465695866,0.7445278140466606
313,vbarda,0,0.6403066113234552,0.0839907764186663,0.2728776215231617,-0.0225872892724165,-0.0555640303729612,3.170593691166055,1.308124052205779,-0.4047195727420392
314,bamboo350,0,0.536323829895135,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4250485436416343,0.7213106951216363
315,zemberek82,0,0.6041353410206047,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.5100942378541131,-0.4279366916670634
317,kaladanda,1,0.48683195688090863,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
318,dinadur,0,0.563194154966308,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.0115505131602717,0.2337511976961273
319,Wjy7388,1,0.49228485877844497,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7798943712178391,-0.3698938943545028
320,samajammin,0,0.6708083063499543,3.5090116282662445,14.226655206611955,4.34778091771174,1.0740173447324286,3.170593691166055,1.958185967737945,-0.4163281322045513
321,lxbtc,0,0.5352502223081834,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0495874093406575,-0.6382957245698645,-0.4113630296304308,0.500748065333906
322,0xamdead,0,0.5916830675147642,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.5638587571838412,-0.0912884672542119
323,soroosh17,0,0.591737569426049,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,0.6854331646960203,-0.0564627888666756
324,wuhai123123,0,0.6100541802760728,-0.1984851701254638,0.2728776215231617,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5061840909937693,-0.4395452511295755
325,smallpeace,0,0.5071796563986269,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6880059199997585,-0.4163281322045513
326,meimeimay,0,0.5019706196907634,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.756433490055776,-0.4047195727420392
327,lookout668,1,0.4846992298989522,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7847820547932689,-0.4279366916670634
328,Mrpandax24,1,0.46610327551597286,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7857595915083548,-0.4395452511295755
329,urikuri,1,0.47072810899175155,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.782826981363097,-0.4047195727420392
330,18688668,0,0.5943959601331591,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,0.7157368028636852,-0.4279366916670634
331,ishicm2,1,0.47693987391632153,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6674776489829533,0.9650904438343908
332,porridgecannon,0,0.5132189981069197,-0.2691041567614963,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6850733098545007,-0.3931110132795271
333,liuboone1009,0,0.5570766534086276,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6127355929381393,-0.3931110132795271
334,CDDelta,0,0.6835743793003833,0.0839907764186663,0.2728776215231617,0.023741702321055,0.0340852851115935,1.9009638859207485,1.525137202954863,-0.4395452511295755
335,vantoanpaya,0,0.5946724903065174,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0555640303729612,1.2661489832980952,-0.3771492446024221,-0.1725483834917968
336,Bihterh,1,0.48683195688090863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
337,chrisblec,0,0.6413139637363873,-0.092556690171415,-0.1700994446701334,-0.0380302864702404,-0.0675172724375685,-0.6382957245698645,1.3961023565635158,-0.3815024538170149
338,wrp626,0,0.6234078608702385,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.3820369281778519,0.2685768760836637
339,ericcmack,1,0.46986772393147613,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.783804518078183,-0.4163281322045513
340,DodgeChase,1,0.478613388421948,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7407929026144006,-0.3002425375794301
341,UltraDoge,0,0.6344739761318003,-0.092556690171415,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.4690376958205026,-0.3931110132795271
342,johnnyaverage,0,0.5444912844121019,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.6382957245698645,-0.432868837362322,-0.3931110132795271
343,cubesmasherlabs,0,0.5528952953511548,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.2334513474847854,-0.4279366916670634
344,18634281480,0,0.575538244280977,-0.2337946634434801,-0.1700994446701334,0.7958915622122487,0.2133839160807029,-0.6382957245698645,-0.4162507132058606,0.3614453517837606
345,emremreistaken,1,0.48683195688090863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
346,sdass334,0,0.5581004996823667,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6088254460777954,-0.3931110132795271
347,barrys2021,0,0.5061080925954669,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6625899654075235,-0.3698938943545028
348,Judd515,0,0.5544854640716426,-0.2337946634434801,0.0513890884265141,-0.1306882696571836,-0.0615406514052648,-0.6382957245698645,0.2201256883151016,-0.4047195727420392
349,sakshamtech,0,0.5637351345077215,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.4006101257644852,0.3266196733962243
350,SKdaedalus,0,0.5526061033760161,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,1.6287560947539752,-0.4279366916670634
351,leshoAshour,1,0.49021836920084694,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7710965407820655,-0.2654168591918937
352,qijinzing,0,0.606888841829299,0.2252287496907314,-0.1700994446701334,-0.1306882696571836,-0.0555640303729612,-0.6382957245698645,0.048079226459972,-0.3698938943545028
353,block8866,0,0.5734505207245087,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,3.170593691166055,-0.4709927692506745,-0.3118510970419422
354,magrisya,0,0.6142852418042994,0.2605382430087476,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,0.6313340806754419,0.4488692796452171,-0.3931110132795271
355,ariel841005,0,0.5389276638615988,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4211383967812904,-0.1377227051042604
357,anomiemouse,0,0.5964276895360145,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4954311871278237,-0.0564627888666756
358,tomason166,1,0.4846992298989522,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7847820547932689,-0.4279366916670634
359,C1n,0,0.6520077701785953,-0.1278661834894312,0.0513890884265141,-0.1152452724593598,-0.0615406514052648,-0.0034808219472112,1.6483068290556944,-0.4279366916670634
360,Simonnguyen85,0,0.5951599326175157,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5208471417200587,-0.3931110132795271
361,katienicolethomas,0,0.569786629935723,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.3331600924235537,2.961762671386475
362,sbeeww,1,0.4738124513052786,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.781849444648011,-0.3931110132795271
363,spx123,0,0.6558260413345949,0.2252287496907314,-0.1700994446701334,-0.0998022752615359,0.1655709478222738,-0.0034808219472112,1.4400915087423842,0.7445278140466606
364,Colloportusrow,0,0.5139593128040179,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7437255127596585,0.0596228057584455
365,qianggefcnb,0,0.5837980066672206,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.0034808219472112,-0.6078479093627095,-0.0100285510166271
366,tml6688,0,0.6529528405894708,0.0839907764186663,0.0513890884265141,-0.1306882696571836,-0.0615406514052648,-0.0034808219472112,0.6864107014111063,-0.195765502416821
367,b-triz,1,0.49659033602812686,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6889834567148445,-0.3466767754294785
368,DeanMojo,0,0.5835757991685007,-0.2337946634434801,2.044785886296342,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5579935368933253,-0.4163281322045513
369,MGY82563646,0,0.605946264957443,-0.1984851701254638,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,0.3911946134551453,-0.3698938943545028
370,nnnggel,0,0.6651228827813727,0.1899192563727151,-0.1700994446701334,-0.0689162808658881,-0.0675172724375685,2.5357787885434013,1.363843644965679,-0.3931110132795271
371,li0799,0,0.6004141443412512,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.2793955730938257,0.1873169598460788
372,jeffreykoury,0,0.5084038079068751,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.7515458064803462,-0.2654168591918937
373,joeyhuang86,0,0.5523504813132764,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.6382957245698645,0.3110366028180962,-0.3698938943545028
374,cryptoomoon,0,0.5984288885451611,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5228022151502306,-0.4279366916670634
375,kwang02,0,0.5151916386562322,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.7798943712178391,-0.3698938943545028
376,Rockzack,0,0.6029265626911816,-0.2337946634434801,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.5599486103234973,-0.3931110132795271
377,anymose96,0,0.6251524481405402,-0.1278661834894312,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.0034808219472112,-0.4250485436416343,0.0247971273709092
378,arsh7s,0,0.5464901660003271,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.647926914681234,-0.3931110132795271
379,farseatrade,0,0.5054449904600729,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.6880059199997585,0.3150111139337122
380,Hkaybaba,0,0.6562206357485724,-0.1278661834894312,-0.1700994446701334,0.2090576686949415,0.3627994418882942,0.6313340806754419,0.6678375038244729,0.3382282328587364
381,Kublai1,0,0.5080925996303124,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6977812871506182,-0.4279366916670634
382,sesek34,0,0.517199476605402,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7632762470613778,-0.4047195727420392
383,LeonZZhou,0,0.6411582599465506,0.2252287496907314,-0.1700994446701334,0.0391846995188789,0.1177579795638446,-0.6382957245698645,1.4879908077815964,-0.3582853348919907
384,love626,0,0.5542864457592678,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4103854929153449,1.766081046747727
385,shabtc,0,0.5566712474035356,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6098029827928815,-0.4163281322045513
386,leo758280,0,0.5959396939079852,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.511071774569199,-0.3815024538170149
387,hoftel,0,0.5600971593294358,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5628812204687552,0.7097021356591242
388,skrrtis,1,0.47638759900830463,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6635675021226094,0.790962051896709
389,haoxZZ,1,0.4911785731264996,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7329726088937129,-0.3582853348919907
390,fengwenlin,0,0.5835431745224025,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.1350799941026228,3.0894568254741084
391,GameStarT1,0,0.5047518438976683,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7691414673518935,-0.2421997402668695
392,FlakesGG,0,0.6261710524207127,-0.0572471968533987,1.8232973531996943,-0.1152452724593598,-0.0675172724375685,-0.6382957245698645,-0.3302274822782958,-0.1261141456417483
393,Kamei-R,0,0.6037636871257723,-0.1631756768074475,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.3018789175408028,-0.1609398240292847
394,sin7126,0,0.5444912844121019,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4289586905019781,-0.3931110132795271
395,ahmedbkk,0,0.5398801443904047,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.677253016133813,0.013188567908397
397,rsblk,0,0.5734889130666281,-0.2691041567614963,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.4045202726248291,0.7561363735091726
398,matej451,0,0.6128010229827479,-0.2691041567614963,0.0513890884265141,-0.1152452724593598,-0.0615406514052648,-0.0034808219472112,0.559330928449931,-0.4279366916670634
399,cmodec,0,0.583798718121634,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5628812204687552,2.2072063063231875
400,RjbbseHie,0,0.6492096517960977,-0.0219377035353824,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,1.9009638859207485,-0.4612174020998149,-0.3931110132795271
401,drmuhammed2021,0,0.5037995302592746,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6557472084019217,-0.2421997402668695
402,mnmn1314191,0,0.5854243750597256,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.5697239774743569,2.0098607954604817
403,haliluya009,0,0.5535250974001904,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.7499505878916939,0.3730539112462727
404,kassff,0,0.5586459726094279,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6107805195079674,-0.4047195727420392
405,zlw315,1,0.48683195688090863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
407,sugatach,0,0.5662159651162999,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6029602257872797,-0.3931110132795271
408,ERIC0066,1,0.4929784231506993,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6919160668601023,-0.1028970267167241
409,git-ff-123,0,0.599476724633387,-0.1278661834894312,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.2181706148849297,0.5587908626464666
410,Liviu8,0,0.5763827951014668,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.2608223755071924,2.950154111923963
411,whitesnowben,1,0.4972617681714516,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7789168345027532,-0.3582853348919907
412,inuddle,0,0.5023654979729394,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7769617610725812,-0.4163281322045513
413,shenlanstone,0,0.5631193986786891,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.7118266560033414,-0.3815024538170149
414,deeppsychoart,1,0.4738124513052786,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.781849444648011,-0.3931110132795271
415,JBamadeus,0,0.5910076674916915,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,1.9009638859207485,-0.701691434010962,-0.3815024538170149
416,zkeducation,0,0.5584838823845402,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.0598096670410036,-0.3931110132795271
417,shishangx,0,0.643293134692281,2.838131255223935,-0.1700994446701334,-0.084359278063712,0.0281086640792898,0.6313340806754419,1.7607235512905803,-0.3698938943545028
418,Nenah14,0,0.6041353410206047,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.511071774569199,-0.4163281322045513
419,Zkleo827,1,0.4827009851715255,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.6537921349717498,1.1276102763095603
420,ussaibolt,1,0.48683195688090863,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.780871907932925,-0.3815024538170149
421,zhangzhun132,0,0.6805714552240447,0.3311572296447802,0.4943661546198092,0.3326016462775325,-0.0316575462437466,1.9009638859207485,1.7089141053910242,0.1757084003835667
422,shuaiguo12,0,0.5144632131481401,-0.1984851701254638,-0.1700994446701334,-0.1306882696571836,-0.0197043041791393,-0.6382957245698645,-0.6704102591282112,-0.3931110132795271
423,VongAi32,1,0.47072810899175155,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.782826981363097,-0.4047195727420392
424,JonasBayes,0,0.6112780725630315,-0.1984851701254638,0.0513890884265141,-0.1306882696571836,-0.0675172724375685,1.2661489832980952,-0.3439129962894993,-0.1609398240292847
425,JeanyWash,1,0.48593173004936885,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7730516142122373,-0.288633978116918
426,calf123,0,0.5958143091909481,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.5834094914855604,1.963426557610433
427,jimrocco22,0,0.5382062717925519,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.1135741863707316,-0.4279366916670634
428,kezhick,0,0.6190751876931537,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0555640303729612,1.2661489832980952,0.6600172101037852,-0.1261141456417483
429,Drieft,1,0.4972617681714516,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7789168345027532,-0.3582853348919907
430,wula666666,0,0.5847823562139484,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4788130629713623,-0.3931110132795271
431,HabipTekin,0,0.5661222267694336,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4348239107924939,2.636723006436136
432,yorkwu666,0,0.5603866484540982,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,0.3775090994439418,1.649995452122606
433,mccallj57,0,0.6646638260601232,0.437085709598829,0.0513890884265141,-0.0689162808658881,-0.0675172724375685,-0.6382957245698645,1.7577909411453223,2.636723006436136
434,kovenlyc,0,0.5123904630172353,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.6860508465695866,-0.2421997402668695
435,daqhris,0,0.635865315706812,-0.092556690171415,-0.1700994446701334,0.2399436630905892,0.7512798089880315,0.6313340806754419,3.0676901393605136,-0.4395452511295755
438,Salman01135,0,0.6388413167258129,-0.1984851701254638,0.2728776215231617,-0.1306882696571836,-0.0555640303729612,1.9009638859207485,0.4361613023490996,-0.3698938943545028
439,jaosnzhang8223,0,0.6068460606854265,-0.0219377035353824,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.6382957245698645,-0.4074528827700869,-0.4163281322045513
440,Heerq,0,0.5255695448612749,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.0034808219472112,-0.7456805861898304,-0.3931110132795271
441,ntnsndr,0,0.6723721960238214,0.04868128310065,-0.1700994446701334,-0.084359278063712,-0.0555640303729612,1.9009638859207485,1.9347250865758816,-0.3815024538170149
442,sasicodes,0,0.6446567498834666,1.213894562595187,-0.1700994446701334,0.2245006658927653,-0.0436107883083539,2.5357787885434013,0.907333999020534,-0.3466767754294785
443,Taiyang559,0,0.6218868048791455,-0.2691041567614963,-0.1700994446701334,0.0082987051232311,0.0460385271762008,0.6313340806754419,-0.5032514808485113,-0.4163281322045513
444,lucandrei,0,0.6233067436135795,-0.2337946634434801,-0.1700994446701334,-0.1152452724593598,-0.0555640303729612,1.9009638859207485,0.6561070632434414,-0.3002425375794301
445,alexiskefalas,0,0.5749549514700749,-0.2691041567614963,-0.1700994446701334,-0.0998022752615359,-0.0675172724375685,-0.6382957245698645,0.048079226459972,-0.3815024538170149
446,swordboard,0,0.5999602254112807,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0615406514052648,-0.0034808219472112,-0.4993413339881675,0.3150111139337122
447,frankpeace,0,0.5111476795692051,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,0.6313340806754419,-0.7056015808713059,0.2569683166211515
448,xiaoma1643,0,0.6461866822709232,0.0133717897826337,0.2728776215231617,-0.1152452724593598,-0.0675172724375685,2.5357787885434013,-0.3458680697196712,-0.2421997402668695
449,kaiteevn,0,0.5441030864589554,-0.2691041567614963,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.4240710069265483,-0.3931110132795271
450,15373146815,1,0.4917487077099799,-0.2337946634434801,-0.1700994446701334,-0.1306882696571836,-0.0675172724375685,-0.6382957245698645,-0.7750066876424093,-0.3118510970419422
451,zly111,0,0.6125937220151705,0.3664667229627965,-0.1700994446701334,-0.1152452724593598,-0.0376341672760502,-0.0034808219472112,1.1126167091885864,-0.3698938943545028
452,lhd791150351,0,0.6542817025339218,0.04868128310065,-0.1700994446701334,-0.0689162808658881,-0.0376341672760502,-0.0034808219472112,0.963053591780434,-0.1609398240292847
